gene	TCGA.HV.A7OP.01	TCGA.2L.AAQM.01	TCGA.3A.A9IO.01	TCGA.3A.A9IL.01	TCGA.3A.A9IR.01	TCGA.3A.A9IJ.01	TCGA.3A.A9IN.01	TCGA.3A.A9IV.01	TCGA.3A.A9IS.01	TCGA.Q3.A5QY.01	TCGA.IB.7889.01	TCGA.IB.AAUM.01	TCGA.3A.A9I5.01	TCGA.F2.6880.01	TCGA.3A.A9I9.01	TCGA.2J.AABV.01	TCGA.IB.A6UG.01	TCGA.LB.A8F3.01	TCGA.FB.AAQ3.01	TCGA.FB.AAQ6.01	TCGA.HZ.7289.01	TCGA.US.A776.01	TCGA.FB.AAPP.01	TCGA.HZ.A49H.01	TCGA.IB.7887.01	TCGA.F2.A8YN.01	TCGA.3E.AAAZ.01	TCGA.HZ.A8P0.01	TCGA.HZ.A49I.01	TCGA.S4.A8RP.01	TCGA.RB.A7B8.01	TCGA.HZ.7924.01	TCGA.F2.6879.01	TCGA.IB.7644.01	TCGA.HZ.8638.01	TCGA.HV.A5A4.01	TCGA.FB.A78T.01	TCGA.H8.A6C1.01	TCGA.IB.A5SP.01	TCGA.US.A77G.01	TCGA.YY.A8LH.01	TCGA.HZ.A8P1.01	TCGA.IB.AAUU.01	TCGA.Q3.AA2A.01	TCGA.S4.A8RM.01	TCGA.2L.AAQA.01	TCGA.2L.AAQI.01	TCGA.2L.AAQJ.01	TCGA.HV.AA8X.01	TCGA.2J.AAB1.01	TCGA.2J.AABA.01	TCGA.FB.AAPQ.01	TCGA.FB.AAPU.01	TCGA.FB.AAPY.01	TCGA.US.A779.01	TCGA.FB.AAQ0.01	TCGA.IB.7649.01	TCGA.F2.A44H.01	TCGA.3A.A9I7.01	TCGA.IB.7647.01	TCGA.IB.7652.01	TCGA.IB.7888.01	TCGA.2J.AABF.01	TCGA.IB.7897.01	TCGA.HZ.8519.01	TCGA.HZ.7920.01	TCGA.IB.8126.01	TCGA.HZ.7918.01	TCGA.IB.AAUT.01	TCGA.HZ.8317.01	TCGA.2J.AAB9.01	TCGA.F2.7273.01	TCGA.IB.AAUR.01	TCGA.HZ.8002.01	TCGA.3A.A9IX.01	TCGA.HZ.A49G.01	TCGA.F2.7276.01	TCGA.HZ.8637.01	TCGA.IB.7891.01	TCGA.XD.AAUG.01	TCGA.2J.AAB8.01	TCGA.IB.A5ST.01	TCGA.HZ.A77P.01	TCGA.IB.7645.01	TCGA.FB.A4P5.01	TCGA.XN.A8T5.01	TCGA.IB.AAUP.01	TCGA.2J.AABT.01	TCGA.2J.AABP.01	TCGA.IB.7651.01	TCGA.HZ.7922.01	TCGA.IB.7886.01	TCGA.IB.7893.01	TCGA.HZ.8315.01	TCGA.H6.A45N.01	TCGA.US.A774.01	TCGA.HZ.A77Q.01	TCGA.FB.A7DR.01	TCGA.HZ.7925.01	TCGA.IB.AAUS.01	TCGA.FB.AAPS.01	TCGA.IB.7890.01	TCGA.IB.7646.01	TCGA.IB.A5SO.01	TCGA.HZ.8636.01	TCGA.IB.A7M4.01	TCGA.OE.A75W.01	TCGA.HV.A7OL.01	TCGA.2L.AAQL.01	TCGA.HZ.A9TJ.01	TCGA.2J.AABE.01	TCGA.2J.AAB4.01	TCGA.2J.AABH.01	TCGA.F2.A44G.01	TCGA.S4.A8RO.01	TCGA.3A.A9J0.01	TCGA.IB.A5SQ.01	TCGA.HZ.A4BK.01	TCGA.HZ.A77O.01	TCGA.FB.AAQ1.01	TCGA.IB.8127.01	TCGA.HZ.7919.01	TCGA.PZ.A5RE.01	TCGA.YB.A89D.01	TCGA.IB.7885.01	TCGA.HZ.8005.01	TCGA.H6.8124.01	TCGA.FB.A545.01	TCGA.HV.A5A3.01	TCGA.HV.A5A6.01	TCGA.HZ.A4BH.01	TCGA.M8.A5N4.01	TCGA.FB.A5VM.01	TCGA.IB.A5SS.01	TCGA.US.A77E.01	TCGA.IB.A6UF.01	TCGA.LB.A7SX.01	TCGA.IB.A7LX.01	TCGA.XN.A8T3.01	TCGA.YH.A8SY.01	TCGA.3A.A9IC.01	TCGA.F2.A7TX.01	TCGA.IB.AAUN.01	TCGA.IB.AAUO.01	TCGA.2L.AAQE.01	TCGA.3A.A9IB.01	TCGA.3A.A9IH.01	TCGA.3A.A9IU.01	TCGA.XD.AAUL.01	TCGA.2J.AAB6.01	TCGA.2J.AABI.01	TCGA.2J.AABO.01	TCGA.2J.AABU.01	TCGA.3A.A9IZ.01	TCGA.FB.AAPZ.01	TCGA.FB.AAQ2.01	TCGA.XD.AAUI.01	TCGA.IB.AAUQ.01
ADAM9	745.6588	766.7656	1952.6704	798.3925	1034.8701	455.3797	692.2633	1378.9813	2043.1622	1681.6734	7312.7318	2273.8351	5411.7647	1330.4695	2498.017	1242.5197	4541.7885	1964.9746	3011.9453	5385.9155	2366.9629	961.7834	2390.5408	3174.2865	8536.0427	4714.4498	5295.0636	4361.1387	5411.0851	3325.5691	3175.0299	6358.8529	5639.576	8821.7791	6480.4681	3809.7797	2950.8947	5891.1638	8592.4452	8670.0137	5312.7549	2544.9102	17217.2987	3626.5321	8435.343	8669.6159	10600.3187	8689.1089	7459.6931	4232.6829	4520.4321	8145.17	6755.638	2028.169	3451.0033	5944.4865	6290.6739	4469.7987	4603.973	5789.8589	7363.6364	5686.8465	6706.1221	4088.5435	4958.4609	3902.8442	2990.9633	6404.09	3503.5885	6555.8812	4882.1008	5499.9335	1531.56	5935.4724	3044.002	4224.8359	6252.1768	5720.4611	7727.2435	2291.2162	3251.7039	2993.01	4517.2546	9144.2827	2855.2751	3284.267	2172.2535	3486.2328	1992.1094	8248.4388	9113.9186	7741.0557	14405.922	7151.4578	5668.7451	6210.5263	5125.7344	4688.633	5439.2846	4387.5551	2544.1379	9712.8275	17667.0051	3316.544	12095.08	5071.2655	1107.7458	2964.8799	2344.81	6611.3383	2941.8838	4039.9832	6972.9965	8028.1457	12998.5527	4062.3185	4684.3562	4345.2266	8602.4362	7117.1621	7737.3567	11325.3585	5431.6142	7059.0956	12015.1045	6637.3437	13738.2051	10034.0651	9565.8572	2841.5418	4912.407	11425.6175	1381.8466	9030.0788	4222.7074	4686.8299	4969.5002	4013.0232	4977.8481	6296.729	4176.2963	12408.971	4452.5014	3123.9086	3414.2725	6099.3651	3888.4909	10638.8401	7472.7651	6566.6667	3260.1597	6103.3654	7213.9738	10589.5911	4901.5206	3402.0475	5785.5374	2926.0204
ADAT2	294.1777	37.3887	170.1797	110.9921	120.4939	88.8416	113.164	36.481	50.4316	220.1811	70.4574	232.9749	277.9112	146.0571	197.7337	193.7008	334.9576	93.9086	115.6419	256.338	43.9101	148.4566	114.7626	213.3555	68.6695	289.4386	224.009	171.5465	143.5841	191.1064	211.4695	136.409	133.3922	56.4417	175.5496	194.5191	339.9917	327.5862	77.6701	127.7955	160.0706	360.479	106.519	368.4211	106.8607	227.6292	75.3071	122.7723	51.4372	81.9512	142.1638	174.1035	167.8303	257.3131	129.9794	348.7353	49.0129	115.2125	148.3516	55.9331	68.6456	67.1436	153.8053	128.2978	136.2997	145.4204	138.6039	65.8487	141.1483	140.181	106.1093	83.0339	254.734	108.3779	168.2491	216.0832	117.5486	238.5527	65.1871	110.8108	213.396	109.218	137.6534	98.5447	158.3439	168.0572	203.2775	205.8824	132.5618	117.0242	61.242	124.6917	68.9655	136.6906	123.9283	144.8421	95.7697	101.6988	87.8569	201.3719	235.8621	60.4682	54.8223	139.4808	84.5932	277.9609	172.2939	113.9864	69.8592	225.6664	144.2886	251.2626	110.6272	275.3863	411.4998	155.7961	98.52	121.5043	142.2668	117.9116	123.5511	66.1491	81.2227	91.9836	76.1937	121.6041	132.6368	179.4095	89.5461	152.5696	149.748	121.7691	148.6698	47.8224	202.6201	172.9795	262.0898	284.2501	179.3249	189.2523	184.6914	147.7573	147.2737	129.8554	118.165	133.4274	91.3755	79.5255	94.3867	121.6374	107.7649	94.5513	109.1703	84.0149	140.4779	254.0717	230.8073	241.7092
ADH6	861.0827	6.5282	82.7622	129.7589	5776.8196	126.0806	72.1709	37.6035	4056.7924	12.7641	18.1294	199.2832	219.6879	28.2295	14.1643	159.0551	32.2075	20.8122	130.6603	60.0939	49.1375	39.6864	491.045	57.6337	220.7235	78.2823	51.2341	48.5384	67.1159	75.172	285.5436	824.9377	7.3616	54.908	726.2375	124.1268	27.0495	117.9957	50.2571	53.4003	71.8774	161.6766	44.738	120.4037	138.4615	63.141	61.2174	68.3168	89.4748	305.3659	938.7819	70.8978	120.147	126.2189	116.8807	9.4733	88.4956	20.1342	433.2206	190.2771	18.2878	31.9207	66.2709	29.635	19.509	27.2663	72.0466	136.1963	177.0335	192.1754	20.3644	48.7026	20.7394	252.4064	84.9413	189.8249	34.4943	13.1284	54.8944	125	50.7638	91.7431	214.7239	16.2162	76.9929	33.3731	201.9575	112.6408	0	7.331	37.6874	15.8219	15.7421	168.8754	47.5448	199.1579	23.5018	73.8798	76.2473	23.5179	12.4138	5.1244	0.5076	17.4351	76.2038	25.8686	51.142	67.7757	38.8106	116.8425	136.2725	132.9966	69.2509	19.3157	5.5472	49.1154	7.8424	140.3086	14.9463	93.9296	43.5149	45.1557	93.1794	21.0689	48.67	1.2937	34.6009	5.299	26.4745	11.242	14.3988	6.8926	0.5216	32.2611	115.2838	19.2735	160.501	5.9697	12.1308	7.0093	43.4568	44.4151	33.1647	62.9602	26.4133	33.8607	15.4874	7.4692	14.553	6.4327	5.0798	100.9615	33.8428	228.2528	39.1021	44.2066	34.6706	3.8265
ADRA2A	146.0674	58.1602	309.3237	528.687	227.217	155.3398	432.448	94.8506	67.6965	1365.2295	1025.958	3014.3369	481.9928	4843.2034	3352.4079	2812.5984	2920.6797	471.066	1140.6494	491.0798	46.001	47.5257	13.9106	1616.5143	700.0088	942.4779	5459.6111	2269.3347	946.7749	3159.8729	1475.5078	2610.2244	1516.49	1029.4479	941.6416	1876.4105	2823.97	1362.6078	4577.4594	1947.969	2297.4314	2958.0838	1317.0004	1653.2084	5548.8565	1153.0263	2038.635	1361.8812	3286.7949	4352.6829	1098.4813	395.7713	1863.7796	2099.1333	3424.8059	1486.7137	2787.6106	1140.9396	1088.7574	769.472	1575.6692	1244.9092	946.9301	767.6184	1225.3789	619.9169	1231.6538	886.2986	1363.0383	1690.3275	1649.5177	1438.7226	844.0036	2648.1283	1666.5646	3982.4945	1425.3182	410.1825	1414.8172	1413.5135	1268.1551	850.1529	1347.0092	981.289	2134.7376	734.8033	1520.1815	909.8874	26.3019	2654.6294	342.1842	759.0748	745.5022	1259.3715	3081.8394	2323.7895	1008.8132	1573.3668	1704.738	1554.6301	2266.8966	531.9149	340.1015	1602.0922	1042.0344	493.0256	893.7438	1787.4307	2349.3379	302.4159	1515.0301	1938.1313	1908.101	2289.7351	371.1567	804.3306	568.5731	4304.7252	1087.2062	3002.2483	764.6183	1864.0577	2247.8488	1019.0134	951.9174	1606.2958	328.7086	822.1045	605.02	200.7495	402.6878	815.0488	484.6114	227.7256	1850.655	825.387	3906.761	131.3336	2748.9451	1235.9813	3169.8765	1019.3492	2382.2372	456.9534	870.7136	309.5838	1107.734	879.174	524.7401	261.4035	290.2758	834.1346	465.0655	362.8253	1020.9993	183.3411	656.2655	1014.6684
ADRB2	4.0858	75.9644	19.1388	206.4346	9.9838	22.3434	233.8337	46.0222	2.2717	160.0834	65.925	50.1792	25.8103	66.278	43.6261	28.3465	16.1037	8.6294	37.5461	10.3286	7.3183	14.6987	26.4302	150.7343	57.1078	59.2268	52.73	21.942	25.306	17.4696	22.7001	119.202	23.2627	20.5521	72.1177	18.2697	9.9875	28.556	12.1835	26.4719	15.4338	1.7964	23.8602	13.6986	11.6424	9.2499	12.6322	18.8119	15.5608	37.0732	29.4348	7.1795	3.3791	43.3369	15.6177	4.1446	59.224	20.1342	62.5528	38.16	39.7562	62.7408	46.0707	127.575	150.0087	78.0381	118.0192	64.2127	61.0048	65.7576	28.9389	54.5576	146.0775	92.3351	93.1087	43.2166	64.3001	61.1591	60.8985	81.0811	27.262	89.9956	164.4939	93.9709	76.2666	88.7962	95.9188	66.9587	28.4061	25.2512	26.1242	31.6438	22.4888	32.5634	38.9712	29.4737	71.0928	134.0782	26.0433	75.4532	42.7586	28.6968	60.9137	38.3572	47.54	77.6059	21.3505	17.8681	29.108	5.7276	11.0991	37.037	21.3415	37.5276	11.5986	15.3156	65.1898	47.7338	32.1069	16.9873	33.4132	27.7272	44.5282	41.6238	76.5293	16.8176	28.4222	33.3081	30.3678	1.606	40.3168	36.7605	227.9604	46.6837	20.524	15.4188	87.6725	11.9394	21.6245	27.4533	48.3951	138.9622	30.9162	6.8863	38.9249	19.7521	14.3258	9.2267	46.5696	43.8596	493.106	32.8526	134.2795	17.8439	49.9638	46.9986	46.5577	61.8622
AGA	373.8509	325.816	3318.2465	704.0224	345.9895	171.2994	433.6028	556.1948	716.9468	382.3919	576.8438	427.2401	641.6567	1102.1786	401.1331	727.5591	271.6162	831.4721	813.2478	415.9624	1229.4825	1443.4101	1030.0817	365.1981	714.0229	396.5618	284.2184	408.9191	405.9964	466.3843	526.2843	693.0175	427.5618	636.8098	713.269	417.5175	420.7241	394.9353	466.0206	545.8695	482.8575	573.6527	314.444	419.6107	397.921	582.3447	634.0368	258.4158	583.5314	429.2683	285.5801	587.8235	414.1315	443.662	466.0114	399.0621	519.401	583.8926	357.1429	396.2363	428.3064	424.3258	357.2251	480.3036	476.917	485.1524	448.0613	697.3415	436.6029	465.9105	420.1501	349.7006	275.9243	415.6863	499.8469	408.0963	431.0114	387.448	622.7083	458.1081	172.973	328.0909	315.5675	339.2931	366.8059	408.2241	475.1942	370.4631	227.2488	494.4339	348.1799	423.0476	470.015	353.6539	457.5214	533.0526	267.3325	281.8379	209.6015	281.7246	470.3448	450.4366	516.7513	485.8582	483.7892	279.4826	288.4806	365.3728	467.0215	545.265	484.6616	749.5791	429.878	318.9845	302.0691	477.9509	425.9397	386.6924	556.8887	607.5443	521.6603	370.3557	283.2487	586.8448	596.4588	275.5498	624.4639	309.6139	291.2194	252.1413	255.3396	288.34	188.3151	333.9975	271.179	491.4739	233.7933	294.3527	525.3165	520.4439	330.8642	228.2322	496.3463	225.2795	303.5218	424.4684	476.2366	308.4359	395.842	359.6491	474.9637	250.8013	362.4454	554.6468	289.6452	292.6943	295.1956	427.2959
AGR2	29406.5373	1684.8665	211.5608	117.9626	872.0312	0	22.5173	8950.1894	0	1880.581	17756.9015	7824.3728	6739.4958	4827.2476	4252.1246	8966.9291	3075.2755	28117.7665	8506.4363	14120.1878	381402.5091	91707.0064	108959.1375	15269.0496	27963.9135	12108.009	22024.6821	27361.674	16524.8246	10877.1837	9677.4194	36770.5736	22622.7915	18018.7117	57993.3576	9826.9747	16261.34	18622.306	37424.8047	18417.6175	28754.0514	41449.7006	16314.87	14719.5386	37613.7214	13604.6652	23211.5788	12850.9901	19443.7	15774.1463	13324.5655	23679.865	50688.8738	16239.4366	19879.7942	23637.6232	8908.1007	6060.4027	8881.2342	11519.3413	21795.1232	18611.4474	15903.9603	1266.3535	878.4343	2222.9883	2324.0176	14860.5317	4992.823	24096.3426	5185.4234	2933.0672	2637.9621	2201.7825	3224.5023	5158.6433	1408.2384	2058.5975	5855.6878	4962.8378	16085.5464	4106.1599	8385.3528	13977.5468	4926.8204	5624.553	6947.9552	4233.4168	108.364	2171.8708	10487.3662	19685.4643	1252.2489	7459.6744	5261.8862	7514.5263	3087.5441	10667.4267	5354.8792	2047.5257	856.5517	2285.4917	12122.8426	15053.4676	11819.2782	15744.3571	14326.713	16639.5564	8294.4823	25466.5109	5463.2342	8263.0471	14456.8815	9469.0949	12733.2967	9816.2134	2404.182	11580.5207	12491.2467	2885.336	4999.8057	12246.2964	26704.5431	10508.7359	6431.1488	1564.0362	17302.5097	3791.8244	9682.6565	14067.4518	6388.2889	4282.5962	3551.904	5060.8217	7720.9607	4540.3515	5029.804	3880.7711	1625	10502.3364	9411.358	2934.9164	6677.3468	4082.0844	9170.5283	5195.6062	15115.6713	6284.2707	16406.6528	1908.1871	1091.074	13952.7244	5398.4716	28277.3234	12774.8009	3005.1187	5880.1387	7839.2857
AKR1C4	60.2656	48.0712	15.0006	2.1448	1089.2644	1.596	0.5774	282.868	4.5434	8.5094	2.8842	42.2939	147.0588	1.2274	13.0312	14.1732	3.7575	7.6142	43.5534	39.4366	129.6393	401.2739	85.5503	1.6625	328.2824	81.3724	1.1219	56.5173	11.5527	4.235	31.6607	487.7805	29.4464	25.1534	236.5966	17.7324	9.5714	32.8664	52.7954	23.7335	9.2603	6.5868	30.2514	3.6049	7.9002	5.6304	2.4293	17.3267	7.3482	2.439	6.2627	24.2309	0.7509	20.0433	96.2251	1.1842	21.7835	16.7785	13.1023	10.9775	23.0586	6.0539	26.5793	3.614	23.4636	5.9547	15.7816	4.908	92.1053	13.7632	4.2872	8.7824	3.156	19.2513	11.4344	10.3939	9.3771	9.2859	3.8598	2.7027	8.4606	20.0961	30.6748	13.3056	1.4527	19.0703	29.0396	26.2829	0	6.7879	30.4069	14.3151	0	12.4953	10.1325	28.2105	0.5875	37.396	7.8444	7.8393	0.6897	4.0995	1.5228	3.0996	7.3407	13.1879	13.4062	67.1596	42.6917	4.5821	30.8309	10.101	7.4042	3.3113	3.0257	8.9781	0	80.5207	0	5.4959	3.3672	11.487	44.5282	14.9024	18.1254	0.4312	0	3.028	4.672	44.4325	29.2777	6.8926	0	1.1386	10.4803	4.3365	337.7015	2.296	2.1097	2.9206	7.9012	0.4398	3.3727	11.805	0.9268	4.8372	8.9052	0	20.79	0.5848	0	20.0321	0	0	4.3447	0	14.8588	12.1173
AKR7A3	641.4709	2120.4748	38.2775	49.866	982.5413	80.8618	38.1062	12.9087	28.169	111.1542	650.1854	2754.8387	384.7539	6460.8776	1450.4249	1995.2756	584.5654	648.2234	1872.7977	1797.1831	2368.5311	406.1734	2596.418	1284.5664	1952.8773	803.4238	1977.9357	2480.1109	513.822	376.919	652.9271	2429.9252	1029.7409	2789.5706	1623.2801	967.7593	1662.0891	754.3103	3100.7122	4803.2862	618.6749	1345.509	2556.8811	490.9877	1328.0665	618.1379	369.7334	1421.7822	1981.4134	861.4634	134.0222	1144.2366	908.2359	1190.1408	4390.0792	1512.1732	445.2008	1874.7204	2302.1978	679.2995	1046.6472	772.7023	762.2929	108.4207	197.1995	64.5616	424.0457	217.1779	285.2871	1265.1969	242.2294	371.5236	118.5753	167.9144	331.1894	474.2888	259.8794	271.2136	328.5086	244.5946	626.087	279.1612	379.9847	491.0603	360.9951	293.8021	388.9553	483.7297	48.3956	460.4942	358.8865	567.705	72.7136	177.5842	202.65	659.3684	130.4348	789.4197	1216.5045	306.7124	266.2069	200.3649	25.3807	574.196	956.7421	557.9508	2735.3525	2242.1442	811.1425	1118.5951	516.7258	393.9394	545.2962	1748.8962	445.7915	1296.0127	50.4854	923.8187	2022.1814	197.352	215.2432	541.868	1645.8937	704.5221	1132.8354	116.4295	113.6887	174.1105	386.2161	119.379	649.388	935.0948	14.6062	105.1333	1007.8603	965.6016	1023.3098	62.4524	137.1308	918.8084	1037.037	333.7731	286.6779	315.2929	335.4958	563.1361	1761.3009	275.4833	3118.5031	49.1228	10.8853	370.9936	218.3406	1691.4498	123.8233	468.1247	407.6275	307.398
AKR7L	66.3943	343.6202	31.0358	29.4907	194.1672	55.3265	23.6721	11.2249	15.9019	27.1238	56.4483	229.3907	80.4322	331.39	277.6204	209.4488	64.4149	56.3452	262.0715	219.7183	142.7078	96.5213	293.5142	115.8216	161.8639	108.6682	152.9544	694.83	177.1421	87.3478	84.8268	209.9751	164.0165	234.6626	189.1507	261.6873	210.5701	254.3103	257.3774	955.2716	94.3667	219.7605	285.8969	161.4996	237.0062	88.0756	42.755	115.8416	204.8844	98.0488	85.173	88.8466	124.6525	189.0574	380.3661	223.2143	32.6753	101.7897	299.2392	44.9556	63.0798	56.6868	217.2411	17.3473	35.5908	17.5507	26.7602	19.6319	33.4928	115.713	23.5798	22.6214	20.2885	27.8075	37.1618	108.3151	24.1125	31.0599	17.1545	42.5676	191.7744	60.2883	75.9202	54.4699	53.0234	49.4636	83.599	137.0463	19.4634	68.4225	36.4026	104.3492	2.9985	76.8648	48.3242	63.1579	21.7391	90.2976	143.0813	43.6061	65.5172	18.4479	21.8274	48.0434	142.6199	40.071	690.1688	184.2267	117.0788	146.0531	93.1093	53.4512	53.1359	149.5585	68.079	160.0211	8.3325	174.5419	105.1778	27.4794	42.7378	73.675	131.9354	47.2765	89.2842	7.3307	23.8911	42.3921	92.6607	30.5139	136.7891	222.286	8.3464	11.3863	96.0699	300.1845	230.0823	19.746	33.7553	189.2523	154.5679	29.4635	37.0995	60.9927	51.4365	40.7135	179.2663	55.7996	311.8503	7.0175	5.4427	37.6603	25.1092	275.8364	18.8269	39.5533	72.313	66.9643
AKT3	56.1798	541.2463	1137.9801	1018.7681	2030.4936	940.5506	1187.6443	1503.0167	1227.6238	562.6851	502.2662	629.3907	429.1717	589.1378	579.6034	209.4488	424.0649	432.4873	241.0457	413.1455	375.8495	55.365	36.1676	696.0377	572.1293	436.2179	821.2416	627.6742	338.8805	676.0191	781.362	532.1696	599.5289	680.3681	469.7137	508.3289	334.9979	550.6466	238.5944	207.6677	110.6824	189.8204	502.7695	254.5061	260.2911	368.7915	731.6931	425.7426	618.5433	522.439	705.1824	324.8735	156.5665	524.9187	226.7082	326.8283	1571.1368	865.7718	686.8132	1757.449	994.6992	1472.7573	725.7907	2240.3325	1736.8322	1605.2652	1079.3267	973.8241	1069.9761	929.2723	912.1115	1576.314	873.3093	1277.3619	981.317	877.4617	1474.8828	1018.8921	1204.2457	1707.4324	659.9295	819.135	1178.2975	1288.9813	711.095	1049.4636	919.1488	1384.8561	512.3619	1300.5702	1460.8137	789.9651	1631.5592	982.5824	821.5121	685.8947	879.5535	1297.9136	1194.2265	780.9897	1028.2759	1563.9733	2187.8173	869.8179	1080.8354	367.7403	282.5223	200.8626	413.9802	410.0943	509.943	608.165	1001.3066	678.8079	371.661	367.5733	1288.6023	530.8582	250.766	377.7167	608.949	705.0622	354.5763	979.445	808.5928	903.8379	1017.0193	931.1128	289.6621	597.9657	828.4137	601.9529	305.686	1702.2488	744.5415	503.038	158.6455	609.8289	906.1181	606.3084	710.6173	484.1689	504.2159	532.2105	229.3791	717.1218	514.1806	764.0598	842.4116	950.8772	1371.9158	666.6667	550.2183	506.3197	651.7017	370.8702	620.109	727.0408
ALCAM	4939.7344	5272.4036	1653.692	1375.337	26.1644	5477.8561	2213.6259	2224.2178	2544.298	997.729	2000	1845.1613	1983.1933	2065.6643	1522.3796	1689.7638	1414.4442	1556.8528	1767.6687	2513.615	110.8207	70.5537	427.7517	1327.2375	4550.7576	4656.2531	1565.445	934.8622	2769.3577	1670.7253	943.8471	2216.4589	2308.0094	2160.1227	2272.6554	1307.3616	1828.5476	926.1853	2577.8351	1784.1168	984.2355	843.1138	1724.3289	1781.5429	2056.5489	2496.6821	1937.0919	2275.7426	1439.8098	1224.3902	1084.077	1585.7774	869.5636	1381.3651	1266.5434	1628.2209	3166.0994	2228.1879	1942.9417	2065.6038	2729.3931	2864.612	1959.068	4766.5342	2821.6933	5652.5895	2027.5973	3386.0941	1915.0718	2264.8146	1550.911	3782.0359	923.3544	3294.1176	1673.0985	2043.2166	2831.8821	2483.5094	2954.4334	2885.1351	2128.3196	782.8746	1400.3067	2642.4116	2522.6076	1626.9368	1164.6658	1444.3054	1149.9211	1898.7239	9334.4754	1309.0743	1465.1424	1533.8887	2670.304	1501.4737	1542.3032	1934.5571	889.5513	1919.6472	1875.1724	3771.0614	8221.8274	2011.236	2246.9632	6900.8369	949.3545	1183.6106	2561.5027	1377.4815	2673.0384	2319.0236	1956.8815	1357.6159	1668.1879	1764.4574	2978.6368	2515.4291	1432.6322	3641.7687	2062.0346	2353.2441	1360.9958	2456.8345	2145.8421	1158.6891	1264.5805	6187.7366	1322.946	2108.6724	2550.036	1636.4159	4609.2853	3176.0129	1366.3755	2066.5995	774.2085	1221.0354	4090.7173	1095.2103	1647.9012	852.2427	2468.8027	610.9108	941.6126	2783.0293	2251.8633	617.7504	2231.6008	9281.8713	2399.1292	4152.2436	1840.6114	496.6543	3107.8928	1461.1447	3056.4636	2927.9337
ALDH1L2	15.3218	37.3887	1081.5983	68.6328	9.2952	13.2996	182.448	448.9968	791.9128	198.3758	226.2052	1135.4839	119.4478	4301.9331	504.8159	651.9685	454.662	165.9898	78.0958	349.2958	92.0021	74.4733	31.9944	368.5231	355.6101	276.0482	296.9334	359.7158	154.5867	272.631	451.6129	318.7032	306.5371	280.3681	375.4547	270.2848	147.732	304.4181	132.4961	55.2259	92.1618	91.6168	146.144	90.1226	83.9917	163.6839	233.209	120.7921	95.094	224.878	560.5135	145.3854	48.4342	181.4735	28.7164	171.1112	364.8741	569.3512	402.3669	724.2551	539.6236	986.2411	421.0153	662.4503	528.5896	448.4839	2034.4589	1181.5951	415.6699	1463.4892	369.7749	836.7265	300.2705	935.8289	674.6299	551.4223	675.8205	516.4906	921.6254	978.3784	460.6345	588.9035	381.9018	628.2744	408.2077	321.8117	719.3912	202.1277	440.8206	778.9845	1192.2912	485.2051	1480.1349	554.3355	389.7116	513.6842	624.5593	456.0483	1256.9815	688.878	717.2414	1003.8741	856.3452	556.3735	605.4356	307.8874	122.6415	65.9273	139.0715	194.7375	234.3148	222.6431	300.9582	193.7086	156.3296	353.314	538.674	193.8284	462.2287	78.4412	418.3125	278.8561	161.6208	535.4573	390.3667	1366.5373	417.2704	284.6329	156.511	179.3362	370.5304	265.3647	165.8842	729.481	291.2664	267.9015	167.923	97.8114	433.5443	760.514	447.9012	503.518	518.2687	90.0134	209.9166	442.205	148.2915	299.2091	191.2682	474.269	210.0871	391.8269	188.8646	377.6952	253.4395	105.1652	325.4086	432.398
ALDH3A1	1243.1052	0	1.5518	2.1448	1.3771	4.2559	1.7321	0.5612	0.4543	110.6224	142.9749	146.2366	75.03	6.1369	504.2493	247.2441	262.4908	37.5635	432.5307	1978.4038	31.8871	14.6987	122.4135	1147.6863	2007.883	200.856	811.5183	1315.8551	376.2894	159.8729	1152.9271	776.0599	329.7998	609.2025	868.8913	231.0586	345.4016	393.8578	781.7775	2982.1999	597.0676	989.8204	183.6387	372.026	699.7921	5144.5807	78.708	854.4554	1655.5003	911.7073	308.1259	3900.2764	259.0669	395.4496	540.0694	633.526	244.3839	271.8121	118.7658	75.5358	2223.1646	231.7006	163.3738	75.8945	3.4273	31.3406	30.191	30.2658	64.5933	393.0164	84.6731	9.847	193.8683	52.4064	56.7637	89.1685	127.5954	104.0666	96.0652	222.2973	747.3561	31.4548	90.8742	150.104	263.6644	142.4315	84.919	113.8924	1.5781	299.4841	39.4004	72.7054	182.1589	114.7293	11.6913	563.7895	56.9918	165.5455	211.4842	72.5135	5.5172	171.6681	718.2741	156.141	114.6552	301.8007	1538.2324	1606.9008	409.4523	233.685	678.2796	203.7037	124.1289	502.2075	364.6009	2184.3148	6.3719	98.8428	1058.4207	18.9858	71.2297	213.8953	333.9614	437.8212	1261.7269	22.4235	116.5721	207.4186	176.7562	23.5546	230.3816	26.996	80.3339	53.136	198.69	66.0117	2055.897	10.5618	5.8017	255.257	215.3086	64.204	201.7988	138.7092	56.9972	21.7676	240.4414	31.1951	65.2807	3.5088	352.6851	483.9744	475.9825	287.7323	48.5156	190.7864	542.3477	103.9541
