genes	CAS-DAC-1	CAS-IPMN-1	CAS-DAC-11	CAS-DAC-12	CAS-DAC-13	CAS-DAC-14	CAS-DAC-15	CAS-DAC-16	CAS-DAC-18	CAS-DAC-19	CAS-DAC-2	CAS-DAC-20	CAS-DAC-21	CAS-DAC-22	CAS-DAC-23	CAS-DAC-24	CAS-DAC-25	CAS-DAC-26	CAS-DAC-27	CAS-DAC-28	CAS-DAC-29	CAS-DAC-3	CAS-DAC-30	CAS-DAC-31	CAS-DAC-32	CAS-DAC-33	CAS-DAC-34	CAS-DAC-35	CAS-DAC-36	CAS-DAC-37	CAS-DAC-38	CAS-DAC-39	CAS-DAC-4	CAS-DAC-41	CAS-DAC-42	CAS-NEN-1	CAS-NEN-2	CAS-ACC-1	CAS-DAC-5	CAS-DAC-6	CAS-DAC-7	CAS-NEN-3	CAS-DAC-8	CAS-DAC-9	NPC-4	NPC-5	NPC-7	CAS-DAC-65
SCARNA6	43.20285	42.8398	43.59825	56.825	801.025	76.147	28.8203	402.689	39.47585	26.3428	47.98635	107.1795	207.7485	368.5275	417.9925	263.9775	85.0195	215.8035	203.2265	62.9905	65.7975	439.2505	51.1275	258.493	212.509	40.859	64.426	366.60341	51.7815	49.4627	156.3155	39.1017	43.8799	154.71916	218.584	70.884	72.5135	111.225	108.0355	44.10485	116.4035	26.94055	87.0505	163.7355	104.247	81.658	115.7665	69.6655
MUC6	3.71356	90.7964	119.962	93.0333	12.4982	0.828811	372.369	2.67134	193.099	347.607	98.1345	183.701	0.320265	206.182	26.9517	94.285	2.29443	194.236	101.021	62.771	345.592	26.4159	20.3389	73.0328	145.705	0.874888	343.003	83.4003	39.3261	319.77	28.2547	26.5116	212.881	145.644	4.19219	0.0521638	0.168099	56.5003	90.8985	352.726	144.93	0.130216	196.843	57.8978	202.727	259.458	748.881	0.378701
LYPD2	993.658	0.071814	8.09641	21.3276	21.1772	10.4235	15.1597	0.669514	4.23775	1.5146	3.12486	3.26289	0.310289	1.88529	56.86	1.30832	2.7063	8.17081	2.61121	1.01901	1.49292	17.8726	1.0047	2.69187	0	1.39524	0.876119	0.535956	1.48515	1.68063	0.0642802	0.0650222	2.08275	0.332461	30.7431	0	0	0	3.29544	1.59204	1.66155	0	1.4161	0.712763	0	0.20551	0	0
NEAT1	270.3	239.018	234.449	209.375	106.821	187.778	102.849	78.2295	299.108	55.8822	160.164	407.083	334.403	120.168	631.249	94.0192	178.93	166.265	182.396	95.5889	190.355	64.9049	416.18	353.033	152.673	227.493	196.182	298.451	207.92	306.047	229.102	172.716	206.463	366.627	264.768	147.586	71.4503	148.559	217.281	85.1393	217.405	7.99771	238.745	105.128	676.237	525.957	489.671	112.602
S100A4	12.5241	43.5236	125.238	227.66	373.308	3.90357	37.8248	294.328	40.0446	57.5116	125.909	31.5946	187.319	47.8635	100.917	313.397	247.477	24.4933	307.327	6.58379	55.7705	460.694	26.8884	375.082	266.105	33.6756	356.395	233.648	47.8995	17.9148	11.0093	13.0584	52.3412	17.432	39.1355	7.01537	0.124981	7.58936	251.11	67.5201	342.407	2.46877	518.033	130.186	3.68239	2.4955	2.09645	1.05693
MIF	202.676	243.438	187.865	203.638	239.56	89.7298	222.872	268.178	207.91	158.069	213.218	54.5878	401.151	157.667	106.585	389.807	278.705	262.744	333.437	157.358	233.986	546.31	243.311	357.585	749.354	89.6363	242.79	307.597	110.904	150.35	158.078	233.044	256.755	352.049	94.3407	260.32	449.457	727.629	236.21	212.136	136.575	263.185	188.177	369.124	177.56	208.489	252.253	543.075
RPL23	578.596	442.379	461.061	462.303	261.699	359.774	315.084	359.389	625.158	311.186	468.445	306.063	393.651	288.147	169.057	283.23	367.841	431.484	378.53	395.366	513.817	399.531	356.743	454.658	473.094	328.064	743.103	356.381	361.396	376.179	518.513	229.653	588.57	172.011	259.267	289.098	292.746	372.065	756.463	358.867	413.006	130.631	553.328	409.991	163.065	139.437	197.62	126.059
RPL27	413.205	364.025	374.53	327.409	210.404	276.646	222.668	269.957	516.861	198.392	296.287	263.001	139.307	178.936	147.172	121.053	330.13	285.154	170.044	332.683	415.41	375.455	303.106	329.35	330.368	269.902	532.869	267.528	372.997	276.64	414.062	57.174	405.585	42.696	98.116	87.58	92.8602	47.7529	613.92	237.601	338.304	101.331	403.179	225.486	26.4184	23.934	104.348	77.5412
RPL35	444.724	372.923	404.868	420.583	317.627	186.904	171.824	341.235	353.483	169.146	382.188	254.09	336.529	139.984	159.346	128.052	371.147	320.08	264.419	555.663	363.464	526.78	348.421	393.167	272.057	283.784	436.579	138.168	450.938	215.105	244.166	92.1993	346.193	108.696	175.893	173.363	249.494	136.414	667.124	189.414	301.559	108.505	396.508	383.762	67.1627	71.3546	144.698	150.791
FTH1	180.578	119.442	227.253	216.05	157.834	113.177	183.368	87.7858	207.907	139.956	289.663	147.098	58.8796	132.209	113.192	98.5053	264.09	147.04	157.684	129.755	225.309	187.083	766.053	141.982	143.089	143.38	397.646	332.618	140.689	114.882	357.074	87.8801	253.981	52.6959	157.641	55.427	40.2039	228.939	266.758	195.166	166.033	35.5171	577.161	103.899	18.0083	18.6083	40.1443	56.263
RPS15A	602.097	456.042	505.765	479.314	292.043	413.871	327.055	354.321	457.577	320.927	488.932	287.561	248.047	185.458	195.055	334.992	379.273	385.392	385.342	392.269	525.672	438.749	369.884	304.969	263.289	311.036	538.048	334.406	400.109	350.192	315.105	248.819	584.802	247.062	291.912	360.336	363.601	209.513	794.783	345.541	403.985	173.339	609.259	481.563	114.315	133.265	209.236	104.683
HIST1H1C	382.144	209.986	454.994	410.757	235.699	247.705	299.113	229.745	277.793	427.15	536.423	297.94	171.78	229.876	262.353	220.965	230.75	181.725	297.917	383.799	196.579	567.348	216.495	305.554	324.365	267.176	426.912	136.019	330.64	228.027	373.065	206.839	484.688	98.7953	89.0621	140.663	251.353	203.848	513.591	386.587	191.53	54.9013	344.467	333.699	37.5971	32.6427	51.2	162.555
GSTP1	660.414	573.273	362.44	339.793	340.031	354.253	356.366	532.5	391.251	261.19	268.611	287.901	359.593	217.477	244.648	443.848	325.497	252.158	362.847	335.283	272.257	401.798	552.785	277.944	298.795	228.853	249.381	487.283	360.423	138.873	387.813	335.421	426.837	189.774	323.433	61.8945	83.5829	148.959	439.52	297.774	186.825	27.1552	329.449	308.536	202.469	232.049	139.438	13.0852
RPS14	324.28	328.546	366.074	346.585	425.648	254.133	174.359	522.374	327.885	184.188	442.953	164.129	524.491	452.355	235.434	463.711	259.93	491.407	542.03	304.263	352.132	647.109	241.677	539.82	398.03	208.479	404.881	303.952	303.193	285.175	387.688	390.652	351.503	282.823	321.411	363.991	437.126	259.093	621.728	213.029	272.972	168.031	395.425	597.386	202.59	214.808	211.457	129.643
RPL13	521.588	282.396	353.757	336.186	490.639	304.503	138.254	486.337	226.572	263.101	306.125	159.324	311.877	249.866	206.751	360.559	271.722	531.601	446.342	342.627	362.301	592.801	211.227	447.937	353.202	183.532	319.532	312.224	260.564	239.17	321.318	447.97	368.66	312.801	355.255	353.534	593.155	318.385	570.87	151.748	304.516	119.627	422.753	575.873	221.353	222.819	160.975	139.511
TMSB4X	276.31	246.935	162.994	227.913	440.353	371.747	124.658	381.157	296.992	129.298	211.781	99.9092	407.835	217.921	90.2639	216.71	274.123	177.146	292.058	315.108	207.039	285.488	169.741	305.398	153.497	143.317	321.084	258.31	183.629	256.249	97.7108	571.144	201.014	305.449	352.786	480.054	23.8999	5.37131	153.867	179.965	280.788	50.9685	403.986	136.812	347.892	528.044	223.371	50.1245
RPS8	480.96	427.664	471.113	463.285	393.416	150.897	234.518	419.101	368.558	260.336	380.535	254.249	595.367	402.971	193.007	414.535	324.691	548.16	487.494	385.018	458.445	553.223	296.287	422.344	380.769	255.294	445.448	264.632	346.605	349.094	387.253	454.38	463.108	346.841	327.248	342.494	701.371	522.806	631.057	266.849	308.863	165.622	472.745	573.167	241.996	249.253	241.782	257.568
RPL11	508.029	367.558	219.429	218.426	185.039	150.953	147.949	245.78	373.992	149.313	372.934	295.476	179.102	101.625	135.339	136.771	313.26	212.664	174.115	334.496	444.827	160.436	341.536	248.447	100.091	306.937	441.193	158.74	351.77	297.817	372.704	92.204	456.077	94.3226	111.832	111.04	183.293	100.219	372.089	160.694	321.691	124.797	449.884	130.69	53.8309	68.0322	112.593	83.9989
PCSK1	0.0248469	0.0465697	2.66522	0.142143	0.095739	0.150266	0.179503	0.0481896	0.0265447	0.104853	0.146189	0.0411693	0.0588657	0.055603	0.0869935	0.0417112	0.039124	0.0309711	0.042766	0.0415558	0.0913532	0.0467835	0.0785446	0.0383301	0.0372453	0.197998	0.153748	0.0132263	0.0817162	0.126275	0.115469	0.0380518	0.0731312	0.0494512	0.0552543	0.533819	0.465484	0.353563	12.1988	0.141377	0.0541468	845.041	0.117162	0.877695	0.384786	0.276899	0.264687	0.0726807
PABPC1	256.652	219.273	403.506	424.869	350.03	231.667	242.477	189.056	195.427	271.514	468.993	194.584	353.26	213.221	107.781	241.201	261.749	254.918	362.153	230.488	286.605	298.674	195.341	403.267	262.147	345.465	653.992	177.788	191.008	227.004	328.218	247.405	320.841	155.926	179.99	156.289	182.838	300.969	586.404	246.465	378.313	44.8809	444.511	417.425	115.815	120.002	106.023	308.286
RPL35A	384.775	317.755	338.879	332.534	143.612	279.407	264.855	352.001	337.006	276.652	459.048	385.034	138.589	151.149	224.617	139.028	283.271	174.568	160.557	281.938	447.819	307.863	325.08	238.496	249.814	260.584	373.977	126.206	342.354	271.421	351.703	55.087	390.885	99.8274	101.771	118.556	82.5565	123.536	568.797	303.902	293.37	70.3891	343.955	175.496	70.2388	71.0014	85.4622	76.4453
NPM1	393.253	366.183	396.673	402.531	196.025	244.196	203.235	270.273	431.972	319.077	490.282	201.652	399.029	222.074	121.356	378.78	326.209	291.264	349.099	411.3	382.106	459.164	414.901	317.174	426.871	223.081	378.589	241.191	356.403	315.744	449.245	257.147	564.028	183.613	217.225	145.628	475.965	156.031	523.14	363.699	343.014	59.5327	362.121	368.03	108.979	110.299	135.597	45.338
SERPINA3	174.083	412.777	79.253	79.9025	7.6204	52.8896	90.3377	236.357	50.0732	33.7275	11.7475	55.2871	146.515	94.198	145.386	438.519	6.50678	375.17	129.001	118.319	65.7366	94.2744	3.2479	92.1375	473.856	49.5685	20.4737	4.16613	6.00752	190.999	5.44531	8.30583	16.5888	205.305	53.8721	14.4432	0.016154	0.0240071	31.314	39.3028	40.8079	0	6.81053	231.161	60.0396	45.6895	174.193	0
MUC2	1.09041	2.28813	69.7737	11.5389	0.526205	1.86063	156.724	8.08156	7.8679	115.911	2.79063	0.298744	0.633428	1.60463	0.299604	1.03689	0.470106	69.1294	0.961454	0.307061	99.1071	1.81596	0.318893	0.110472	0.603804	0.49394	1.15167	7.9262	0.566092	0.793462	0.0310375	0.409023	9.32677	2.09178	0.0589621	24.6036	0.033027	744.146	125.946	94.589	0.284064	0.00503646	14.5413	308.426	1.42051	0.322178	0.403232	0.0113352
S100A10	295.257	399.798	164.73	202.679	313.558	218.766	85.047	463.18	162.159	89.9608	302.128	224.726	455.594	181.039	217.023	265.5	480.587	212.936	199.145	327.786	132.55	354.45	513.184	311.59	348.013	236.477	303.368	160.12	247.86	119.107	102.038	135.13	192.993	119.56	230.454	65.8879	17.6497	180.79	215.616	110.489	235.623	3.73804	351.63	145.319	139.794	170.37	97.5677	12.7028
RPL31	389.676	336.202	393.096	389.702	428.902	252.943	175.07	371.731	354.052	183.782	311.434	258.642	353.202	301.605	207.058	258.121	243.98	415.775	378.098	333.799	434.046	463.112	209.008	440.052	298.473	231.011	460.736	290.661	284.75	283.875	370.9	167.906	368.776	142.606	233.385	258.004	203.617	215.257	659.162	203.315	297.747	160.047	470.194	488.829	77.7723	93.1826	208.649	55.4786
PTMA	427.79	300.895	359.292	341.585	282.646	249.889	242.72	337.22	415.787	305.783	328.116	341.944	215.102	193.814	256.44	233.865	461.61	272.916	254.943	370.91	405.364	455.523	246.933	287.278	266.72	252.348	295.12	243.439	398.881	285.725	572.853	273.267	446.018	234.392	163.544	162.305	136.63	105.532	436.436	317.355	317.715	21.4851	319.504	244.849	63.5048	58.1291	76.9364	430.812
RARRES1	58.7153	2.66274	71.0472	97.6453	133.014	172.512	593.797	50.1596	3.57607	372.083	68.2229	5.35816	92.6705	81.601	8.93845	154.632	79.5407	210.894	128.669	48.4078	74.2411	97.2046	98.9045	185.752	28.7582	78.0922	40.5811	60.6713	82.721	11.5816	3.15449	6.30879	4.22802	356.177	210.568	1.50917	0.393758	2.43416	42.0763	256.623	50.9368	0.281788	115.195	31.5697	26.8679	27.0504	2.75318	0.879827
XIST	51.1246	0.144988	65.1856	66.9188	53.3371	0.0946519	0.0854126	0.0422536	0.0905762	0.0475261	0.161461	0.173702	0.0409892	0.125247	0.110537	0.00608303	67.5387	0	0.00462342	0.160601	0.0501831	59.2005	42.037	0	0.00160094	0.216907	0.0167822	0.0570206	61.6825	34.8136	0.0466561	0.00601718	0.181366	0.086997	0.0713897	0.153098	778.687	52.9331	64.9225	0.0215764	0.193889	62.1782	0.196812	66.331	80.1529	64.4362	60.3962	0.0246367
GPX2	445.425	321.97	188.148	147.178	50.1617	279.876	10.5442	447.247	241.163	25.4174	93.7425	242.827	304.623	40.3165	205.507	219.626	84.8579	148.544	149.304	196.4	107.891	99.5398	479.283	241.852	282.706	106.335	76.9223	186.834	147.888	149.257	134.721	56.093	191.237	107.191	107.325	92.7538	0.847326	28.1929	245.787	16.2946	125.361	11.9203	85.8311	212.791	128.074	109.684	93.1591	18.8911
HIST1H4H	201.273	140.545	221.142	168.053	227.091	118.67	146.375	300.816	241.425	240.314	261.16	187.264	255.7	263.216	238.152	340.486	168.587	329.283	378.734	235.838	149.868	607.842	113.963	236.318	307.477	133.379	218.208	249.479	340.271	151.002	209.67	466.275	331.429	151.851	129.335	187.911	232.654	405.515	214.622	232.036	143.836	15.7967	206.621	408.34	43.269	38.9342	66.2832	253.897
TERC	110.645	88.318	106.738	86.0218	91.0584	175.801	94.7901	545.922	183.971	111.912	97.0208	463.064	193.707	79.8827	372.815	128.212	197.343	166.972	140.09	192.699	233.045	109.547	341.638	234.846	433.977	59.4489	182.573	221	180.112	293.736	118.453	124.909	178.528	95.2922	178.999	334.334	184.961	164.433	157.775	101.293	109.785	36.0064	133.046	137.326	29.6459	29.2361	71.6636	278.556
HIST1H3C	254.265	155.471	235.786	203.97	233.235	243.801	160.054	252.609	202.136	263.119	198.504	151.046	127.822	135.896	211.924	268.66	173.746	194.52	348.3	208.246	136.262	666.396	134.738	190.212	222.553	103.148	227.479	137.737	334.063	110.734	241.316	261.37	231.042	119.862	105.877	160.386	0.347013	269.506	264.741	250.059	120.578	25.4256	174.741	386.692	15.3698	15.5906	62.618	333.599
PKM	139.832	345.032	263.64	313.92	545.842	256.132	488.256	351.794	246.858	481.638	290.002	99.3632	306.586	420.821	175.689	363.983	372.014	187.877	284.481	333.683	190.241	630.038	253.873	295.8	467.813	204.037	284.14	388.799	232.86	201.926	323.336	403.432	221.9	346.584	347.764	286.206	167.19	253.03	254.946	370.885	202.969	130.021	356.519	265.425	223.591	286.683	225.842	317.485
C19orf33	224.045	235.88	113.274	137.15	205.401	290.708	76.4524	142.629	218.662	66.6659	282.42	124.278	209.128	88.0263	77.6553	169.768	241.87	61.0058	112.156	256.878	65.0506	173.026	176.054	139.874	106.053	466.985	93.7519	111.941	100.948	57.972	75.9942	70.4546	132.549	43.7428	110.805	15.3964	0.0434304	31.4944	149.355	72.8282	111.071	0.401775	554.16	48.3538	67.3986	94.4618	19.8498	0.855156
ATP1B1	173.654	305.267	200.791	145.893	82.7176	62.93	166.2	208.169	296.553	176.284	332.928	264.18	282.996	137.814	269.14	171.812	162.761	180.911	131.565	247.586	153.621	171.435	155.794	249.225	620.343	207.485	138.173	115.551	165.563	224.668	163.065	160.358	303.445	183.242	130.207	362.511	6.57953	71.2309	103.055	159.351	178.102	86.0855	314.086	255.789	218.705	289.777	474.342	46.7632
UBC	285.966	260.076	205.199	208.159	319.17	331.979	160.15	528.213	457.585	163.053	417.575	193.338	329.744	128.491	317.948	288.406	222.667	244.828	257.402	269.693	262.703	369.293	492.579	291.075	448.208	183.105	201.327	257.259	465.729	145.206	184.58	329.071	277.689	256.271	243.761	320.233	144.347	314.406	225.583	180.061	271.442	269.508	572.646	318.25	157.035	212.043	150.81	453.464
RPL34	416.856	409.987	421.353	443.839	354.639	325.277	219.888	490.958	402.056	180.137	374.882	259.596	503.631	189.546	256.913	407.068	340.835	502.216	509.687	385.24	530.745	599.209	306.944	512.682	318.048	330.067	467.924	267.257	369.12	279.475	230.528	418.12	378.157	376.165	394.603	382.511	377.95	212.674	489.344	211.5	366.166	211.247	497.882	505.243	248.32	294.031	286.761	71.5775
RPL19	378.179	361.527	371.437	386.401	257.197	273.968	243.803	296.904	469.008	236.173	308.322	235.708	279.787	230.937	162.316	315.757	264.568	302.719	319.036	276.619	360.543	392.739	255.794	381.684	377.013	234.813	500.273	360.294	289.497	306.411	435.552	218.853	453.079	138.65	185.995	182.86	212.112	377.422	588.88	254.147	269.898	138.455	354.281	349.067	94.1252	102.473	132.162	150.769
TSPAN8	345.257	339.019	298.138	250.238	141.345	151.671	67.3145	314.862	303.331	87.4112	77.1979	204.837	111.155	156.061	144.439	177.276	98.027	165.738	88.2367	268.855	338.169	97.0488	313.133	143.098	160.073	78.2407	165.648	134.252	127.783	312.792	131.49	98.2073	285.611	152.816	144.356	208.171	0	6.29847	367.279	56.4277	405.753	0.0513055	167.962	312.572	238.05	203.637	78.5081	6.27008
IFI27	72.7371	178.48	65.1071	63.429	184.094	64.2642	5.72714	142.394	116.077	12.9941	15.1181	18.4303	180.74	35.0106	39.3091	170.169	124.114	7.25151	293.431	484.676	70.0087	95.6379	105.028	274.029	43.6581	267.181	87.7727	93.7092	163.094	46.7523	21.7563	324.515	45.3384	156.418	305.239	4.43183	1.92145	40.7471	41.7723	22.9183	66.9999	0.10855	45.5587	40.1471	62.7797	22.4227	1.4213	120.738
AKR1C2	5.56442	1.32269	4.84847	1.94048	3.77688	10.0787	0.445419	3.6773	14.8942	1.18665	2.98985	2.51868	9.9568	15.8011	12.8957	21.7109	0.765195	2.0722	14.9136	2.25317	4.26843	0.613017	719.75	23.5685	11.0924	1.91835	9.48841	0.921224	2.67823	10.8344	8.78431	0.955314	3.35726	1.17876	3.67499	9.4177	0.18588	1.24378	5.2558	0.255879	4.16496	1.89356	3.54654	1.11786	0.576764	1.13071	4.22986	0.168027
SPINT2	99.9786	106.13	89.8624	92.0007	256.689	91.7744	75.4214	286.473	83.293	108.881	313.762	81.7155	130.4	190.774	105.667	171.212	144.764	195.209	147.75	106.456	132.36	143.635	97.4148	110.98	122.072	285.305	96.6303	147.751	88.082	79.1264	80.1518	126.825	99.3496	181.082	118.974	578.27	5.95654	231.297	79.6202	77.4461	107.604	123.9	453.44	113.111	136.342	188.496	135.229	386.713
LGALS4	145.125	118.712	173.087	104.756	7.77168	9.82142	9.91012	165.61	129.264	6.89569	180.638	46.2095	129.756	2.61871	50.1759	238.389	60.96	86.2627	140.141	110.34	162.769	80.5629	214.65	83.0343	145.675	175.778	62.7509	113.518	78.9975	97.7804	124.396	58.7242	158.26	62.657	38.2826	28.4121	0.113754	389.825	281.494	7.28494	132.153	0.110902	303.038	469.863	104.496	71.6721	6.68286	1.7608
ALDOA	194.103	297.15	151.898	160.243	213.848	148.262	166.131	278.454	196.477	121.475	188.1	129.027	169.523	126.382	376.151	273.886	259.755	182.911	197.425	167.617	189.112	536.526	211.495	272.102	586.756	126.388	200.422	329.104	169.712	142.904	197.297	417.83	194.703	342.459	164.633	302.772	174.478	258.398	191.827	129.031	166.245	182.449	188.692	302.072	144.875	181.023	189.132	165.496
RPL36	167.774	275.297	265.875	262.028	257.386	112.229	166.513	131.191	268.241	171.7	237.467	107.986	106.413	122.981	64.8025	142.707	233.18	189.713	170.215	299.301	280.573	354.797	112.437	210.148	229.788	198.651	313.012	149.964	294.272	205.25	307.965	89.2169	335.907	62.3792	66.5174	115.466	120.882	59.4407	486.702	189.667	95.6778	54.8913	270.992	219.993	39.1512	38.3834	79.2766	98.9329
H3F3B	184.056	225.455	163.433	186.517	306.315	322.47	143.032	368.6	151.95	161.039	236.334	150.254	278.179	188.372	185.458	248.542	212.734	221.789	237.69	223.909	166.585	342.694	143.674	316.152	285.598	132.38	146.207	336.193	230.98	156.043	144.942	283.253	176.387	192.801	173.234	249.477	154.229	706.146	162.714	215.026	143.315	119.021	214.421	242.368	129.518	149.956	109.03	268.75
RPS4X	256.09	155.17	274.964	265.699	272.722	104.208	50.9671	196.988	127.632	58.9287	140.884	79.5916	232.816	79.4708	58.6715	157.311	163.231	211.655	249.86	132.774	158.841	373.372	184.85	211.621	138.085	88.1536	232.046	141.004	201.378	166.914	177.916	170.362	195.063	139.187	109.87	139.826	463.748	395.321	443.442	61.8731	116.393	126.584	152.942	370.136	154.044	146.229	120.37	171.089
HIST1H4B	208.727	173.298	222.182	170.206	219.958	184.799	171.505	306.112	249.904	262.72	198.29	155.167	126.436	242.028	239.593	267.811	168.318	271.702	350.812	173.687	155.522	576.099	131.941	245.106	352.031	92.1358	290.516	176.698	349.961	141.964	240.363	299.062	291.881	169.585	89.4342	205.868	215.594	180.96	322.027	288.799	118.867	44.3234	214.641	327.805	48.7484	54.1661	74.0901	194.03
AKR1B10	8.99164	1.1342	6.31056	7.55529	2.35822	1.10822	0.0345992	2.74273	24.1682	0.394372	6.72189	12.9117	7.10401	0.343725	8.64396	22.2026	0.774083	1.53857	7.53331	1.70374	4.56037	0.722852	673.796	8.27109	4.66549	0.322542	11.8296	0.165302	1.72307	40.885	4.39961	0.303485	24.2012	0.313205	0.404759	0.0555456	0	0	9.98321	0.518898	15.2071	0	6.07273	3.42664	1.11898	0.751025	1.3078	0.0668097
HIST1H3B	189.543	123.839	246.925	205.903	164.543	125.001	136.898	154.391	183.561	246.231	167.306	137.931	98.9202	144.6	128.982	196.851	147.028	180.445	326.783	165.414	134.221	456.863	96.2662	184.716	213.337	113.38	346.706	132.696	230.035	122.214	257.662	325.119	333.645	110.359	71.5685	129.231	370.032	322.018	262.965	214.758	108.11	26.6121	153.56	320.776	19.1268	12.1105	39.4061	405.57
RPL18	362.693	300.283	325.248	288.047	369.401	240.589	179.795	343.886	251.405	186.91	240.995	157.286	487.333	342.82	121.25	335.517	343.042	381.835	393.022	353.45	349.926	437.036	238.774	364.772	331.2	180.109	333.41	303.59	282.492	203.161	333.856	342.083	383.348	262.458	264.954	383.154	463.849	388.611	520.381	184.352	272.723	167.196	286.928	518.506	188.191	192.825	167.796	285.955
